The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: -4.33369e-10
Smallest slack in design: -1.35499e-08
Total slack in design: -1.92271e-05
Total negative slack: 1.92271e-05


Range		-1.4e-08 to -1.1e-08	-1.1e-08 to -8.3e-09	-8.3e-09 to -5.7e-09	-5.7e-09 to -3.1e-09	-3.1e-09 to -4.3e-10	Not analysed
Slacks in range		359			220			643			1409			1677			189

Net #	Driver_tnode	to_node	Slack

    0	 3001		    0	-1.29888e-08
    1	33223		    1	-4.12484e-09
    2	56089		    2	-2.86785e-09
			64807	-1.37684e-09
    3	63816		    3	-2.12706e-09
    4	19810		    4	-3.86344e-09
			  761	-3.86344e-09
			 1143	-3.75391e-09
			 7922	-4.52221e-09
			 8269	-4.6485e-09
			 8654	-3.86233e-09
			 9781	-4.26559e-09
			10160	-4.49691e-09
			10877	-4.3135e-09
			13419	-3.66286e-09
			18009	-4.36028e-09
			19431	-3.39291e-09
			21531	-3.3918e-09
			22941	-3.9548e-09
			23309	-4.16121e-09
			24353	-4.49621e-09
			24721	-4.33497e-09
			25429	-4.44902e-09
			29681	-4.40002e-09
			31134	-4.06502e-09
			35356	-4.53555e-09
			39223	-4.22586e-09
    5	 2999		    5	-1.0724e-08
    6	18366		    6	-1.29238e-08
    7	38895		    7	-4.4199e-09
    8	  774		    8	-1.35499e-08
			 7906	-1.28525e-08
    9	36082		    9	-1.18079e-09
   10	 6807		   10	-1.33524e-08
   11	27176		   11	-2.89132e-09
   12	 9802		   12	-5.10446e-09
			 5253	-5.9363e-09
			 7560	-4.76946e-09
			 8276	-4.88241e-09
			 9370	-4.90388e-09
			10885	-4.88241e-09
			11957	-4.76946e-09
			12698	-5.03941e-09
			13053	-4.86233e-09
			13393	-4.76946e-09
			13762	-4.90388e-09
			14811	-4.88241e-09
			15885	-4.74346e-09
			16589	-4.90388e-09
			16917	-5.17494e-09
			17277	-5.0383e-09
			17625	-4.76946e-09
			18008	-5.10446e-09
			19067	-4.90388e-09
			19420	-4.76835e-09
			20512	-5.03941e-09
			20835	-4.87788e-09
			21543	-5.03941e-09
			21887	-5.17494e-09
			22595	-5.03941e-09
			23304	-4.90388e-09
			24359	-5.23888e-09
			24717	-4.90388e-09
			25069	-5.03941e-09
			25403	-4.88241e-09
			27582	-4.74688e-09
			27928	-4.76835e-09
			28607	-4.86233e-09
			29678	-5.08188e-09
			30054	-4.88241e-09
			30413	-4.90499e-09
			30762	-5.0383e-09
			31130	-4.97528e-09
			32147	-5.0383e-09
			33212	-4.99675e-09
			33591	-4.86233e-09
			34658	-4.88241e-09
			35003	-4.74688e-09
			35361	-5.08188e-09
			39227	-5.87347e-09
   13	36081		   13	-1.9019e-09
			 7912	-1.20448e-09
   14	25765		   14	-2.79737e-09
   15	61476		   15	-2.26511e-09
			72117	-1.63195e-09
   16	 2998		   16	-1.16386e-08
   17	10511		   17	-3.40564e-09
			 2979	-4.89696e-09
			13765	-3.07666e-09
			22951	-1.83031e-09
			24726	-1.52714e-09
			26468	-2.11503e-09
   18	38896		   18	-4.28548e-09
			 2983	-5.91233e-09
   19	11983		   19	-1.35239e-08
			 1134	-1.28298e-08
			 9035	-1.23738e-08
   20	11586		   20	-2.99795e-09
			13773	-1.20448e-09
			16913	-2.36277e-09
			19781	-1.96584e-09
			20495	-2.30608e-09
			24354	-1.42995e-09
			41229	-1.79237e-09
   21	12728		   21	-2.66295e-09
			28962	-1.63144e-09
			38871	-1.38689e-09
   22	72551		   22	-9.01057e-10
			  402	-8.9995e-10
			  771	-1.14501e-09
			 1149	-8.9995e-10
			 5252	-8.7395e-10
			 6792	-1.17101e-09
			 7147	-1.03548e-09
			 7555	-1.17101e-09
			 7904	-1.17101e-09
			 8281	-1.44096e-09
			 8655	-1.17101e-09
			 9369	-8.9995e-10
			 9791	-1.03548e-09
			10506	-1.28054e-09
			10866	-1.55391e-09
			11241	-1.17101e-09
			11568	-1.03548e-09
			11956	-8.9995e-10
			12334	-1.57649e-09
			12706	-6.29999e-10
			13054	-1.28396e-09
			13392	-1.28396e-09
			13748	-8.78477e-10
			14810	-1.41838e-09
			15104	-1.30543e-09
			15502	-9.01057e-10
			15883	-1.03548e-09
			16217	-1.41735e-09
			16593	-1.30654e-09
			16921	-6.29999e-10
			17268	-1.55391e-09
			17629	-1.55391e-09
			17992	-1.03548e-09
			18347	-2.2468e-09
			18708	-1.17101e-09
			19065	-1.30654e-09
			19423	-1.1699e-09
			19791	-1.30654e-09
			20146	-1.17101e-09
			20501	-7.42948e-10
			20834	-1.30543e-09
			21175	-1.03548e-09
			21524	-1.71091e-09
			21877	-8.40815e-10
			22226	-1.12835e-09
			22594	-1.12835e-09
			22949	-1.03659e-09
			23294	-1.57538e-09
			23639	-1.30543e-09
			23990	-1.30543e-09
			24349	-1.17101e-09
			24715	-7.42948e-10
			25061	-1.03548e-09
			25404	-1.41838e-09
