The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: -2.04127e-10
Smallest slack in design: -5.31289e-09
Total slack in design: -1.05515e-05
Total negative slack: 1.05515e-05


Range		-5.3e-09 to -4.3e-09	-4.3e-09 to -3.3e-09	-3.3e-09 to -2.2e-09	-2.2e-09 to -1.2e-09	-1.2e-09 to -2.0e-10	Not analysed
Slacks in range		715			438			833			1528			782			174

Net #	Driver_tnode	to_node	Slack

    0	24380		    0	-3.09585e-09
			  740	-2.2889e-09
			 3379	-2.23801e-09
    1	15097		    1	-2.12737e-09
			  379	-2.12737e-09
			  747	-1.83142e-09
			 1443	-1.99184e-09
			 2661	-2.19242e-09
			 3744	-1.85742e-09
			 5301	-2.12737e-09
			 9535	-1.63195e-09
			10204	-2.12848e-09
			15768	-2.87107e-09
    2	 5333		    2	-5.0636e-09
			  725	-5.15297e-09
    3	 4950		    3	-2.61825e-09
			  372	-2.08125e-09
			  739	-2.52468e-09
			 1091	-2.63965e-09
			 2648	-2.55068e-09
			 4104	-3.13857e-09
			 4523	-1.96823e-09
			 7805	-1.94747e-09
			 9534	-2.21568e-09
			15413	-2.52468e-09
			15750	-2.28814e-09
			48211	-2.2156e-09
			49493	-2.18618e-09
			55673	-1.71565e-09
    4	39306		    4	-1.24723e-09
			38930	-1.22576e-09
    5	 5327		    5	-4.52314e-09
    6	49498		    6	-2.42153e-09
			  376	-3.00544e-09
			  731	-2.64555e-09
			 1446	-2.91353e-09
			 2650	-2.88992e-09
			 3749	-3.18348e-09
			 4543	-3.04035e-09
			 5315	-3.10693e-09
			 7793	-2.23803e-09
			 9539	-3.02545e-09
			10232	-2.73549e-09
			15060	-3.10066e-09
			15421	-3.18348e-09
			48223	-3.10269e-09
			55672	-3.21674e-09
    7	 4949		    7	-4.65573e-09
			  377	-4.11873e-09
			  745	-4.42773e-09
    8	49496		    8	-2.4715e-09
			  380	-2.60592e-09
			  719	-2.44439e-09
			 2634	-2.53655e-09
			 3746	-2.74035e-09
			 4521	-2.53655e-09
			 5293	-2.67097e-09
			 9544	-2.8065e-09
			10211	-2.33597e-09
			15077	-2.20155e-09
			15431	-2.68945e-09
