Timing criticalities have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest timing criticality in design: 1.99818
Smallest timing criticality in design: 0
Total timing criticality in design: 1807.83

Range		0.0e+00 to 4.0e-01	4.0e-01 to 8.0e-01	8.0e-01 to 1.2e+00	1.2e+00 to 1.6e+00	1.6e+00 to 2.0e+00	
Timing criticalities in range		38			0			453			406			408			



Net #	Driver_tnode	 to_node	Timing criticality

    0	15613		    0		1.037685
    1	 4779		    1		1.723962
			  726		1.730852
    2	  387		    2		1.997013
			  750		1.995897
    3	 6523		    3		1.490273
			  755		1.497211
    4	 3016		    4		1.323079
			  360		1.301753
			  739		1.333556
			 1089		1.301753
			 1471		1.301753
			 1830		1.382930
			 2234		1.325037
			 2628		1.313347
			 3308		1.319216
			 3986		1.328900
			 4353		1.332871
			 5293		1.319168
			 5731		1.338692
			 6078		1.332871
			 6929		1.312473
			 7371		1.343349
			 7749		1.327735
			 8111		1.343301
			 8475		1.343349
			 8818		1.332824
			 9187		1.313442
			 9514		1.316189
			 9965		1.307622
			10345		1.336459
			10691		1.338644
			11081		1.343349
			11468		1.332871
			11953		1.349122
			12419		1.349122
			12716		1.360763
			13070		1.337575
			13510		1.337528
    5	  764		    5		1.087225
			 3718		1.973359
			14474		1.033200
    6	  761		    6		1.968689
    7	15072		    7		1.730899
    8	15565		    8		1.064910
			  372		1.064910
			  753		1.081208
			 1082		1.066694
			 1470		1.066694
			 1825		1.142051
			 2245		1.066742
			 2635		1.082325
			 3306		1.066694
			 3992		1.064910
			 4360		1.078336
			 5286		1.072563
			 5718		1.078289
			 6058		1.060921
			 6947		1.070683
			 7372		1.066742
			 7739		1.055100
			 8133		1.063746
			 8467		1.059089
			 8847		1.066742
			 9198		1.064862
			 9517		1.060921
			 9953		1.060921
			10350		1.055100
			10700		1.084110
			11093		1.082993
    9	 1482		    9		1.069099
			  374		1.034316
			  749		1.048704
			 1088		1.034316
			 1827		1.109672
			 2253		1.057457
			 2622		1.069099
			 2983		1.070091
			 3307		1.045910
			 3993		1.034316
			 4361		1.058449
			 5292		1.040090
			 5722		1.064270
			 6081		1.045910
			 6927		1.040090
			 7380		1.099052
			 7740		1.095081
			 8110		1.104825
			 8468		1.093279
			 8822		1.086514
			 9199		1.080645
			 9524		1.060298
			 9966		1.098108
			10343		1.112496
			10695		1.060298
			11097		1.070043
			11955		1.099005
			12417		1.122241
			12742		1.075864
			13091		1.064270
   10	 4780		   10		1.689304
			  732		1.720374
   11	 4781		   11		1.700898
   12	  763		   12		1.965882
   13	 5311		   13		1.961287
			  361		1.976852
			  751		1.945782
   14	15622		   14		1.043506
   15	  759		   15		1.961226
   16	  758		   16		1.961226
   17	15619		   17		1.037685
   18	 6525		   18		1.467257
   19	  386		   19		1.998178
   20	   20		  729		1.968689
   21	   21		  747		1.112694
			 3719		1.974325
			14479		1.033200
   22	   22		 3721		1.974325
			11951		1.038973
			15059		1.105804
   23	   23		 3720		1.968552
			11937		1.062161
   24	16060		   24		0.000000
			  390		0.000000
			  765		0.000000
			 1114		0.000000
			 1489		0.000000
			 1863		0.000000
			 2268		0.000000
			 2651		0.000000
			 3341		0.000000
			 4009		0.000000
			 4377		0.000000
			 5316		0.000000
			 5745		0.000000
			 6095		0.000000
			 6963		0.000000
			 7394		0.000000
			 7765		0.000000
			 8143		0.000000
			 8489		0.000000
			 8853		0.000000
			 9213		0.000000
			 9543		0.000000
			 9981		0.000000
			10366		0.000000
			10712		0.000000
			11110		0.000000
			11501		0.000000
			11976		0.000000
			12765		0.000000
			13107		0.000000
			13538		0.000000
			13987		0.000000
			14505		0.000000
			15078		0.000000
   25	 4776		  356		1.767475
			11482		1.802784
   26	15628		  357		1.044425
   27	 4777		  358		1.741699
			  735		1.743343
			 5300		1.741713
   28	 3010		  359		1.940022
   29	 6521		  362		1.509969
			 6083		1.485802
   30	 6092		  363		1.968285
   31	15634		  364		1.049324
   32	15631		  365		1.043503
   33	 6522		  366		1.519653
			 5291		1.519667
   34	 4774		  367		1.755018
			  734		1.761237
			 1090		1.772817
   35	 4775		  368		1.754971
			  742		1.767010
			 1091		1.772770
   36	 3011		  369		1.946960
   37	  757		  370		1.976839
			 5298		1.976852
   38	 5315		  371		1.777521
   39	 1110		  373		1.998178
			 6066		1.968285
   40	  756		  375		1.980379
			 1093		1.998178
   41	 6520		  376		1.509969
			 6082		1.485850
   42	15637		  377		1.043503
   43	 6094		  378		1.967168
   44	  379		  752		1.939961
   45	  380		  743		1.136142
			 1102		1.141901
			 3713		1.966720
			11470		1.044794
   46	  381		  730		1.141915
			 1092		1.147722
			 3714		1.968600
			11479		1.039020
   47	  382		  740		1.767475
			 5299		1.765846
   48	  383		  745		1.118295
			 3716		1.968552
			 5301		1.116666
   49	  384		 3715		1.968600
			11480		1.177784
   50	  385		 6064		1.966004
   51	  388		  741		1.975735
   52	  389		 6079		1.960231
   53	 6524		  727		1.521516
   54	15742		  728		1.040816
   55	11492		  731		1.802784
   56	 3012		  733		1.925189
   57	 4772		  736		1.803840
			 1077		1.792979
			 3006		1.798067
   58	 4773		  737		1.809661
			 3005		1.818276
   59	 1104		  738		1.178745
			 2984		1.184566
			 3711		1.966679
			11476		1.050567
   60	 4778		  744		1.743390
			 5287		1.777522
   61	 3009		  746		1.833841
   62	 3014		  748		1.998178
   63	15526		  754		1.058861
   64	  760		 2987		1.187360
			 3712		1.989757
			11469		1.038973
   65	  762		 3717		1.974325
			 5302		1.152379
   66	 6518		 1078		1.549654
   67	 1486		 1079		1.988385
			 2986		1.934873
			11471		1.917644
   68	 4770		 1080		1.807367
			 1455		1.819392
			 2996		1.829089
   69	 1488		 1081		1.182271
			 3008		1.215589
			 3708		1.967538
			 4346		1.058449
			11464		1.044794
   70	 6515		 1083		1.565111
   71	 6519		 1084		1.556544
   72	 1483		 1085		1.170630
			 2988		1.215589
			 3709		1.961717
			11461		1.049600
   73	 1477		 1086		1.970634
			 2997		1.998178
   74	 3015		 1087		1.982660
   75	15643		 1094		1.042641
   76	11491		 1095		1.917644
   77	 4769		 1096		1.807414
			 1475		1.819440
			 2995		1.834958
   78	 4771		 1097		1.853270
			 2989		1.833841
   79	11500		 1098		1.910754
   80	15640		 1099		1.037730
   81	 3013		 1100		1.967155
   82	 6516		 1101		1.550771
			 2980		1.497258
			11481		1.480029
   83	 1103		 2982		1.926914
			11478		1.909685
   84	 1105		 2990		1.202925
			 3710		1.968552
			11467		1.044794
   85	 1106		 2998		1.853270
   86	 1107		 2994		1.940070
   87	 1108		 2993		1.946960
   88	 1109		 3003		1.941186
   89	 1111		 2985		1.926914
			11465		1.909732
   90	 1112		 3002		1.932687
			11477		1.909685
   91	 1113		 3004		1.940070
   92	 6513		 1452		1.590456
   93	15754		 1453		1.042386
   94	 4369		 1454		1.903816
   95	15661		 1456		1.037730
   96	11975		 1457		1.894085
   97	 4375		 1458		1.986152
			11958		1.867766
   98	 4767		 1459		1.860207
			 4352		1.849346
   99	 4768		 1460		1.860207
			 4350		1.859077
  100	 4367		 1461		1.229291
			 3707		1.967538
			11463		1.038973
  101	 6511		 1462		1.591525
			 4357		1.464464
			11957		1.467318
  102	 3337		 1463		1.976407
			 4365		1.876286
  103	 6514		 1464		1.597346
  104	 6512		 1465		1.607029
			 4349		1.607138
  105	 4372		 1466		1.884387
  106	 3336		 1467		1.998178
			 4354		1.972928
  107	 4370		 1468		1.859077
  108	15646		 1469		1.049276
  109	 3329		 1472		1.970586
			 4347		1.876286
  110	 1858		 1473		1.988385
			 4356		1.894085
  111	 4371		 1474		1.972928
  112	 4368		 1476		1.904980
  113	 1478		 3706		1.966726
			 4358		1.212657
			11474		1.039020
  114	 1479		 4345		1.849730
  115	 1480		 4344		1.904980
  116	 1481		 4359		1.879731
  117	 1484		 4355		1.875074
  118	 1485		 4351		1.880848
  119	 1487		 4363		1.873910
  120	15760		 1826		1.035751
  121	 5742		 1828		1.961287
  122	15682		 1829		1.043503
  123	 5743		 1831		1.829711
  124	 4761		 1832		1.946515
  125	15763		 1833		1.034996
  126	 6507		 1834		1.676888
			 5720		1.665355
  127	 6506		 1835		1.632279
			 5708		1.474256
  128	 5737		 1836		1.821096
  129	 3330		 1837		1.987269
			 5717		1.844703
  130	 3331		 1838		1.982564
			 5726		1.839998
  131	 4760		 1839		1.926306
  132	 2259		 1840		1.998178
  133	 5744		 1841		1.911425
  134	11962		 1842		1.808558
  135	 3338		 1843		1.987269
			 5714		1.844703
  136	13098		 1844		1.810337
  137	 2267		 1845		1.980283
			 5712		1.836648
  138	 4762		 1846		1.875651
			 3310		1.895236
			 5732		1.869939
  139	 6505		 1847		1.642088
			 5723		1.494465
  140	 4759		 1848		1.932174
			 2255		1.910309
  141	 3332		 1849		1.988385
			 5709		1.845819
  142	 1850		 3318		1.925142
			 5730		1.899892
  143	 1851		 3315		1.998178
			 5715		1.961287
  144	 1852		 5711		1.808976
  145	 1853		 5288		1.330638
			10696		1.340406
			11094		1.342279
			11462		1.342279
			11954		1.336411
			12731		1.336458
			13085		1.342279
			13518		1.342232
			13958		1.353873
			14480		1.348053
			15063		1.382930
  146	 1854		 2236		1.980283
			13066		1.799710
  147	 1855		 3314		1.275914
			 3701		1.971527
			 5733		1.233249
			14478		1.044794
  148	 1856		 3699		1.960899
			 5295		1.038973
			13083		1.058401
  149	 1857		 5710		1.806742
  150	 1859		 5716		1.861898
  151	 1860		 2235		1.273572
			 3698		1.962731
			11946		1.093231
  152	 1861		 3700		1.962731
			 5729		1.099052
			15062		1.050567
  153	 1862		 5725		1.821130
  154	15703		 2232		1.043503
  155	15700		 2233		1.042641
  156	 4755		 2237		1.972881
			 2619		1.939516
  157	13529		 2238		1.771667
  158	 4758		 2239		1.963197
  159	15694		 2240		1.037682
  160	 2645		 2241		1.347786
			 3693		1.968505
			11950		1.056340
  161	 2646		 2242		1.342012
			 3694		1.973403
			11936		1.044794
  162	 2643		 2243		1.998178
			 3991		1.709910
  163	 6504		 2244		1.656459
			13064		1.493253
  164	 6501		 2246		1.677737
			13507		1.481706
  165	 6502		 2247		1.677737
			13521		1.467318
  166	13537		 2248		1.786054
  167	 4754		 2249		1.972928
			 2639		1.948083
  168	15074		 2250		1.757279
  169	 4757		 2251		1.963197
  170	 4756		 2252		1.987269
			 2630		1.953856
  171	 6503		 2254		1.679647
			11947		1.484733
  172	 2650		 2256		1.970539
			13514		1.786054
  173	 2257		13522		1.725092
  174	 2258		 3697		1.974278
			11952		1.033152
  175	 2260		 2631		1.328761
			 3695		1.965965
			11938		1.033152
  176	 2261		 3696		1.967538
			11935		1.044794
  177	 2262		13523		1.780281
  178	 2263		11941		1.808558
  179	 2264		13076		1.810337
  180	 2265		13520		1.760072
  181	 2266		11956		1.787171
  182	15712		 2617		1.037638
  183	15709		 2618		1.043551
  184	15721		 2620		1.042688
  185	 4000		 2621		1.690482
  186	 4752		 2623		1.998178
			 3988		1.964765
  187	 4753		 2624		1.998178
			 3989		1.970539
  188	 4001		 2625		1.720483
  189	 6497		 2626		1.711649
			 3979		1.474208
  190	 6500		 2627		1.701917
			15055		1.490459
  191	 4005		 2629		1.970539
  192	 4006		 2632		1.378856
			 3690		1.967582
  193	15718		 2633		1.044520
  194	 6498		 2634		1.723290
			 3978		1.480077
  195	 4004		 2636		1.964765
  196	 4751		 2637		1.998178
			 3982		1.964765
  197	 6499		 2638		1.707738
			15054		1.484686
  198	 4008		 2640		1.710690
  199	 2641		 3691		1.968505
			 3994		1.333850
			15037		1.056340
  200	 2642		 3692		1.967586
			 3984		1.333850
			11475		1.039020
  201	 2644		15032		1.757279
  202	 2647		 3981		1.720483
  203	 2648		15039		1.734776
  204	 2649		15047		1.729002
  205	15544		 2981		1.074474
  206	15394		 2991		1.154542
			 8839		1.346033
			15031		1.337875
  207	15391		 2992		1.160407
			 8831		1.368161
			15033		1.337105
  208	 8850		 2999		1.162814
			 4749		1.547668
			 9206		1.057505
			15041		1.346148
  209	 8852		 3000		1.156993
			 4750		1.547668
			13956		1.056388
			15042		1.340374
  210	 9211		 3001		1.382930
			 8819		1.289215
  211	 6517		 3007		1.576068
  212	 4763		 3309		1.895236
			 5734		1.911425
  213	15679		 3311		1.038700
  214	 5739		 3312		1.836648
  215	15757		 3313		1.037583
  216	 4764		 3316		1.879731
  217	 6510		 3317		1.621478
  218	 4766		 3319		1.855119
			 4362		1.915458
  219	 5741		 3320		1.861898
  220	 5740		 3321		1.860781
  221	 4376		 3322		1.915458
  222	 8483		 3323		1.343349
  223	 4374		 3324		1.224251
			 3705		1.960899
			14475		1.062161
  224	 6509		 3325		1.647892
  225	 6508		 3326		1.640954
  226	 4765		 3327		1.879683
  227	15670		 3328		1.036867
  228	 3333		 3702		1.973356
			 5724		1.274688
			14470		1.050567
  229	 3334		 4740		1.547668
			 8470		1.310373
			12414		1.279351
			14476		1.050567
  230	 3335		 3704		1.996947
			14481		1.044794
  231	 3339		 4348		1.986152
  232	 3340		 3703		1.967538
			 5721		1.070043
			14482		1.050567
  233	 5276		 3722		1.952943
			 5279		1.346881
			 6723		1.703041
			15027		1.091132
  234	 5222		 3723		1.952895
			 5281		1.351043
			 6724		1.700409
			15029		1.100142
  235	 5267		 3724		1.953647
			 5285		1.346069
			 6725		1.702024
			15034		1.075448
  236	 5201		 3725		1.962487
			 5283		1.341075
			 6726		1.711815
			15060		1.112168
  237	 5252		 3726		1.958539
			 5284		1.325600
			 6727		1.703945
  238	 5183		 3727		1.992960
			 6728		1.705570
			 6948		1.305585
			15040		1.129867
  239	 5264		 3728		1.965183
			 6729		1.714312
			 6938		1.305670
			15048		1.135422
  240	 5186		 3729		1.949700
			 6730		1.701190
			 6931		1.270586
			13077		1.056045
  241	 5258		 3730		1.964253
			 6731		1.719439
			 6934		1.284191
			13078		1.065810
  242	 5249		 3731		1.956129
			 6732		1.708862
			 6941		1.271787
			12718		1.083228
  243	 5255		 3732		1.952895
			 6733		1.710688
			 6942		1.273613
			12721		1.066672
  244	 5261		 3733		1.964747
			 6734		1.699433
			 6944		1.244832
			12735		1.129671
  245	 5246		 3734		1.956707
			 6735		1.705302
			 6945		1.254639
			 7735		1.086030
			12404		1.100589
  246	 5240		 3735		1.969277
			 6736		1.702327
			 7750		1.221625
  247	 5243		 3736		1.957740
			 6737		1.704915
			 7748		1.240818
  248	 5237		 3737		1.961624
			 6738		1.699481
			 7732		1.214954
			 8116		1.130371
			11472		1.083174
  249	 5234		 3738		1.943879
			 6739		1.706221
			 7734		1.207946
			 8113		1.114796
  250	 5270		 3739		1.943879
			 6740		1.723645
			 8114		1.241942
  251	 5204		 3740		1.949700
			 6741		1.706919
			 7752		1.185654
			 8126		1.093621
			12411		1.067591
  252	 5228		 3741		1.998178
			 6742		1.742719
			 7754		1.210503
			 8128		1.074379
  253	 5213		 3742		1.953688
			 6743		1.725256
			 8461		1.140881
			12423		1.183593
  254	 5195		 3743		1.952895
			 6744		1.699433
			 8476		1.113288
			12400		1.170388
  255	 5225		 3744		1.963415
			 6745		1.701161
			 8480		1.195272
			12425		1.074529
  256	 5273		 3745		1.977787
			 6746		1.709671
			 7376		1.156556
			 8463		1.108386
			12390		1.109261
  257	 5189		 3746		1.956881
			 6747		1.704915
			 7377		1.147764
			 8472		1.098731
  258	 5231		 3747		1.971462
			 6748		1.727363
			 7368		1.154660
			 8821		1.140313
			12406		1.137478
  259	 5219		 3748		1.949700
			 6749		1.703643
			 7383		1.114749
			 8824		1.095596
  260	 5198		 3749		1.959903
			 6750		1.703470
			 7373		1.130020
			 8820		1.085740
			11940		1.108742
  261	 5207		 3750		1.992314
			 6751		1.709294
			 7381		1.110988
			 8838		1.095573
  262	 5192		 3751		1.960324
			 6752		1.706278
			 7369		1.104846
			 8823		1.098965
  263	 5216		 3752		1.952933
			 6753		1.703041
			 8836		1.074450
  264	 5210		 3753		1.953647
			 6754		1.704395
			 8837		1.083000
  265	 3754		 4979		1.966588
			 9968		1.525893
			15030		1.291864
  266	 3755		 4980		1.969131
			 9970		1.531670
			15044		1.309282
  267	 3756		 4981		1.948735
			 9961		1.530810
			15036		1.292786
  268	 3757		 4982		1.996180
			 9951		1.514592
			13968		1.277535
  269	 3758		 4983		1.971970
			 9952		1.517132
			13952		1.280075
  270	 3759		 4984		1.951968
			 9959		1.496923
			13948		1.268481
  271	 3760		 4985		1.967561
			 9955		1.496923
			13949		1.268481
  272	 3761		 4986		1.948735
			 9515		1.478563
			10688		1.258736
  273	 3762		 4987		1.979085
			 9519		1.470250
  274	 3763		 4988		1.964365
			 9525		1.456576
			13065		1.278297
  275	 3764		 4989		1.964317
			 9516		1.457480
			13092		1.283037
  276	 3765		 4990		1.948735
			 9513		1.460463
			13090		1.302344
  277	 3766		 4991		1.968379
			 9510		1.442188
			12733		1.289784
  278	 3767		 4992		1.968312
			 9508		1.422021
			12741		1.288918
  279	 3768		 4993		1.970138
			 9527		1.429626
  280	 3769		 4994		1.951968
			 5719		1.365822
			11082		1.392688
  281	 3770		 4995		1.998178
			11080		1.392688
  282	 3771		 4996		1.948735
			11091		1.407076
			12728		1.325530
  283	 3772		 4997		1.971508
			 6061		1.381195
			11089		1.329511
  284	 3773		 4998		1.965227
			 6062		1.372337
			11948		1.296520
  285	 3774		 4999		1.963562
			 6065		1.357754
  286	 3775		 5000		1.948735
			 6072		1.356788
			10687		1.309001
			12744		1.280123
  287	 3776		 5001		1.967557
			10685		1.385930
  288	 3777		 5002		1.974023
			 6063		1.335507
			10689		1.279256
  289	 3778		 5003		1.963610
			 6068		1.342250
			10698		1.281192
  290	 3779		 3996		1.271399
			 5004		1.951968
			10357		1.311132
			12751		1.285944
  291	 3780		 3987		1.291091
			 5005		1.966767
			10358		1.324955
  292	 3781		 5006		1.948735
			10347		1.331341
			15057		1.331402
  293	 3782		 5007		1.954556
			10346		1.289854
  294	 3783		 5008		1.974133
			10356		1.311216
  295	 3784		 5009		1.958544
			10353		1.278959
			11087		1.274278
  296	 3785		 5010		1.948735
			10354		1.284779
  297	 6496		 3980		1.742719
  298	 7385		 3983		1.351043
  299	12763		 3985		1.506433
  300	 6495		 3990		1.742719
  301	15574		 3995		1.041885
  302	15727		 3997		1.044520
  303	 6086		 3998		1.491937
			10348		1.531669
			12734		1.506433
  304	 3999		 6489		1.531719
			10360		1.106968
			13503		1.062209
  305	 4002		 4748		1.570857
			 7374		1.099052
			 8825		1.382930
			14483		1.056340
			15038		1.328780
  306	 4003		 6488		1.542296
			10352		1.095279
			12746		1.103954
			13519		1.090201
  307	 4007		15859		1.033440
  308	15667		 4364		1.043459
  309	15658		 4366		1.043503
  310	 4373		11939		1.894085
  311	 5013		 4685		1.978934
  312	 5014		 4686		1.979992
  313	 5015		 4687		1.979856
  314	 5016		 4688		1.974986
  315	 5017		 4689		1.975956
  316	 5018		 4690		1.976003
  317	 5019		 4691		1.975908
  318	 5020		 4692		1.975908
  319	 5021		 4693		1.980638
  320	 5022		 4694		1.980807
  321	 5023		 4695		1.979944
  322	 5024		 4696		1.975908
  323	 5025		 4697		1.980715
  324	 5026		 4698		1.970135
  325	 5027		 4699		1.974939
