The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: -5.46318e-10
Smallest slack in design: -1.33995e-08
Total slack in design: -3.97293e-05
Total negative slack: 3.97293e-05


Range		-1.3e-08 to -1.1e-08	-1.1e-08 to -8.3e-09	-8.3e-09 to -5.7e-09	-5.7e-09 to -3.1e-09	-3.1e-09 to -5.5e-10	Not analysed
Slacks in range		380			790			1868			2487			1998			270

Net #	Driver_tnode	to_node	Slack

    0	14431		    0	-3.81444e-09
			  343	-3.94997e-09
			  712	-4.17686e-09
			 3448	-3.7256e-09
			18463	-3.94997e-09
			18826	-4.62872e-09
			19553	-3.81555e-09
			25512	-3.87146e-09
			25843	-4.0855e-09
			27648	-3.94997e-09
			27984	-3.6004e-09
			28336	-4.17837e-09
			28677	-3.81444e-09
			32901	-4.67481e-09
			33266	-4.31239e-09
			37950	-4.04354e-09
			38657	-3.94997e-09
			40773	-4.49098e-09
			41123	-4.26751e-09
			43247	-4.22213e-09
			45025	-4.21992e-09
			45353	-3.94997e-09
			49208	-4.17797e-09
			52200	-4.31239e-09
			72471	-3.82769e-09
			79066	-3.90802e-09
			81412	-3.98552e-09
			92589	-4.85561e-09
    1	  365		    1	-2.21621e-09
    2	 8439		    2	-3.06528e-09
			  339	-3.96923e-09
			 3819	-3.35186e-09
			 8105	-7.14107e-09
			10856	-3.35186e-09
			14775	-3.21522e-09
			15489	-4.26287e-09
			18460	-4.12844e-09
			20611	-3.62181e-09
			21262	-3.35296e-09
			22005	-7.77455e-09
			22310	-5.83493e-09
			26183	-2.94638e-09
			26549	-3.75734e-09
			29044	-2.94638e-09
			29373	-3.21633e-09
			29742	-3.08191e-09
			30788	-5.49525e-09
			31873	-3.48739e-09
			35051	-3.35186e-09
			35735	-4.47311e-09
			36109	-4.18918e-09
			36844	-3.35186e-09
			38321	-3.62402e-09
			40439	-3.48739e-09
			42574	-3.48739e-09
			43251	-2.16438e-09
			44680	-3.21744e-09
			46092	-3.49275e-09
			49559	-3.62292e-09
			51837	-6.08265e-09
			52523	-2.88749e-09
			55397	-2.66202e-09
			57590	-3.59923e-09
			64116	-3.21744e-09
			65596	-3.35186e-09
			66695	-4.74528e-09
			67874	-4.47533e-09
			69356	-4.24733e-09
			71744	-3.74564e-09
			72767	-7.1696e-09
			73136	-3.35296e-09
			73812	-2.22943e-09
			74535	-3.35075e-09
			76372	-3.35186e-09
			77663	-2.86291e-09
			78007	-3.35186e-09
			78754	-3.6207e-09
			79398	-3.49275e-09
			81123	-3.62181e-09
			81423	-3.00186e-09
			86675	-3.35075e-09
			88075	-3.08301e-09
    3	14435		    3	-6.22565e-09
			  356	-6.45223e-09
			  711	-6.94907e-09
			 2107	-5.59581e-09
			 3461	-6.22676e-09
			18459	-6.58665e-09
			18827	-6.45333e-09
			19562	-6.58776e-09
			19880	-6.09123e-09
			25209	-6.22676e-09
