The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: -5.67791e-10
Smallest slack in design: -2.3241e-08
Total slack in design: -1.25923e-05
Total negative slack: 1.25923e-05


Range		-2.3e-08 to -1.9e-08	-1.9e-08 to -1.4e-08	-1.4e-08 to -9.6e-09	-9.6e-09 to -5.1e-09	-5.1e-09 to -5.7e-10	Not analysed
Slacks in range		280			126			135			246			480			38

Net #	Driver_tnode	to_node	Slack

    0	15613		    0	-8.77445e-10
    1	 4779		    1	-1.68563e-08
			  726	-1.70167e-08
    2	  387		    2	-2.32139e-08
			  750	-2.31879e-08
    3	 6523		    3	-1.14152e-08
			  755	-1.15768e-08
    4	 3016		    4	-7.52237e-09
			  360	-7.02584e-09
			  739	-7.76632e-09
			 1089	-7.02584e-09
			 1471	-7.02584e-09
			 1830	-8.91591e-09
			 2234	-7.56796e-09
			 2628	-7.29579e-09
			 3308	-7.43243e-09
			 3986	-7.6579e-09
			 4353	-7.75037e-09
			 5293	-7.43132e-09
			 5731	-7.8859e-09
			 6078	-7.75037e-09
			 6929	-7.27543e-09
			 7371	-7.99432e-09
			 7749	-7.63079e-09
			 8111	-7.99321e-09
			 8475	-7.99432e-09
			 8818	-7.74926e-09
			 9187	-7.298e-09
			 9514	-7.36195e-09
			 9965	-7.16248e-09
			10345	-7.8339e-09
			10691	-7.88479e-09
			11081	-7.99432e-09
			11468	-7.75037e-09
			11953	-8.12874e-09
			12419	-8.12874e-09
			12716	-8.3998e-09
			13070	-7.8599e-09
			13510	-7.85879e-09
    5	  764		    5	-2.03089e-09
			 3718	-2.26631e-08
			14474	-7.72999e-10
    6	  761		    6	-2.25544e-08
    7	15072		    7	-1.70178e-08
    8	15565		    8	-1.51132e-09
			  372	-1.51132e-09
			  753	-1.8908e-09
			 1082	-1.55288e-09
			 1470	-1.55288e-09
			 1825	-3.30742e-09
			 2245	-1.55398e-09
			 2635	-1.9168e-09
			 3306	-1.55288e-09
			 3992	-1.51132e-09
			 4360	-1.82393e-09
			 5286	-1.68951e-09
			 5718	-1.82283e-09
			 6058	-1.41845e-09
			 6947	-1.64574e-09
			 7372	-1.55398e-09
			 7739	-1.28292e-09
			 8133	-1.48422e-09
			 8467	-1.37579e-09
			 8847	-1.55398e-09
			 9198	-1.51022e-09
			 9517	-1.41845e-09
			 9953	-1.41845e-09
			10350	-1.28292e-09
			10700	-1.95836e-09
			11093	-1.93236e-09
    9	 1482		    9	-1.60885e-09
			  374	-7.98999e-10
			  749	-1.134e-09
			 1088	-7.98999e-10
			 1827	-2.55354e-09
			 2253	-1.33779e-09
			 2622	-1.60885e-09
			 2983	-1.63195e-09
			 3307	-1.06895e-09
			 3993	-7.98999e-10
			 4361	-1.36089e-09
			 5292	-9.33421e-10
			 5722	-1.49642e-09
			 6081	-1.06895e-09
			 6927	-9.33421e-10
			 7380	-2.30627e-09
			 7740	-2.2138e-09
			 8110	-2.44069e-09
			 8468	-2.17185e-09
			 8822	-2.01433e-09
			 9199	-1.8777e-09
			 9524	-1.40395e-09
			 9966	-2.28428e-09
			10343	-2.61928e-09
			10695	-1.40395e-09
			11097	-1.63084e-09
			11955	-2.30517e-09
			12417	-2.84617e-09
			12742	-1.76637e-09
			13091	-1.49642e-09
   10	 4780		   10	-1.60493e-08
			  732	-1.67728e-08
   11	 4781		   11	-1.63193e-08
   12	  763		   12	-2.2489e-08
   13	 5311		   13	-2.2382e-08
			  361	-2.27444e-08
			  751	-2.2021e-08
   14	15622		   14	-1.01297e-09
   15	  759		   15	-2.23806e-08
   16	  758		   16	-2.23806e-08
   17	15619		   17	-8.77445e-10
   18	 6525		   18	-1.08793e-08
   19	  386		   19	-2.3241e-08
   20	   20		  729	-2.25544e-08
   21	   21		  747	-2.6239e-09
			 3719	-2.26856e-08
			14479	-7.72999e-10
   22	   22		 3721	-2.26856e-08
			11951	-9.07421e-10
			15059	-2.46348e-09
   23	   23		 3720	-2.25512e-08
			11937	-1.44732e-09
   24	16060		   24	--
			  390	--
			  765	--
			 1114	--
			 1489	--
			 1863	--
			 2268	--
			 2651	--
			 3341	--
			 4009	--
			 4377	--
			 5316	--
			 5745	--
			 6095	--
			 6963	--
			 7394	--
			 7765	--
			 8143	--
			 8489	--
			 8853	--
			 9213	--
			 9543	--
			 9981	--
			10366	--
			10712	--
			11110	--
			11501	--
			11976	--
			12765	--
			13107	--
			13538	--
			13987	--
			14505	--
			15078	--
   25	 4776		  356	-1.78694e-08
			11482	-1.86915e-08
   26	15628		  357	-1.03437e-09
   27	 4777		  358	-1.72693e-08
			  735	-1.73075e-08
			 5300	-1.72696e-08
   28	 3010		  359	-2.18869e-08
   29	 6521		  362	-1.18738e-08
			 6083	-1.13111e-08
   30	 6092		  363	-2.2545e-08
   31	15634		  364	-1.14843e-09
   32	15631		  365	-1.0129e-09
   33	 6522		  366	-1.20993e-08
			 5291	-1.20996e-08
   34	 4774		  367	-1.75794e-08
			  734	-1.77242e-08
			 1090	-1.79938e-08
   35	 4775		  368	-1.75783e-08
			  742	-1.78586e-08
			 1091	-1.79927e-08
   36	 3011		  369	-2.20484e-08
   37	  757		  370	-2.27441e-08
			 5298	-2.27444e-08
   38	 5315		  371	-1.81033e-08
   39	 1110		  373	-2.3241e-08
			 6066	-2.2545e-08
